ECDS_UniqueID,Sort1,Sort2,ECDS_Group1,ECDS_Description,SNOMED_Code
UEC04TRT5581111000,55,81,Orthopaedic,Joint aspiration,90131007
UEC04TRT7111111000,71,11,ENT / eye / dental,Epistaxis control,35807001
UEC04TRT7131111000,71,31,ENT / eye / dental,Dental treatment,81733005
UEC04TRT7151111000,71,51,ENT / eye / dental,Eye : irrigation,49999004
UEC04TRT7155111000,71,55,ENT / eye / dental,Eye : orthoptic exercises,266740003
UEC04TRT7161111000,71,61,ENT / eye / dental,Eye : epilation of lashes,74004007
UEC04TRT7171111000,71,71,ENT / eye / dental,Eye : laser of retina / iris or posterior capsule,35631009
UEC04TRT7181111000,71,81,ENT / eye / dental,Eye : subconjunctival injection,74410004
UEC04TRT7185111000,71,85,ENT / eye / dental,Eye : retrobulbar injection,1217317000
UEC04TRT8111111000,81,11,Discharge Planning,Guidance / advice - written,413334001
UEC04TRT8115111000,81,15,Discharge Planning,Psychosocial assessment,371585000
UEC04TRT8121111000,81,21,Discharge Planning,Occupational therapy : functional assessment,304492001
UEC04TRT8125111000,81,25,Discharge Planning,Occupational therapy : equipment provision / training,410267000
UEC04TRT8131111000,81,31,Discharge Planning,Physiotherapy : falls prevention,391027005
UEC04TRT8141111000,81,41,Discharge Planning,Physiotherapy : general,430481008
UEC04TRT8151111000,81,51,Discharge Planning,Medication review,182836005
UEC04TRT8161111000,81,61,Discharge Planning,Social work intervention,406551008
UEC04TRT9911111000,99,11,Administration,Treatment not indicated,183964008
